lattice_type,a1x,a1y,a2x,a2y,hole_radius_a,eps_bg,polarization,band_index,k_index,k_label,s_value,frequency,extremum_type,curvature_a,linear_b,quad_residual,gap_below,gap_above,kx_frac,ky_frac,mode,plot_file
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,9.00000000,TM,4,57,Γ,1.70710678,0.43048678,min,0.87417484,-0.02733720,2.29393414e-08,0.04247504,0.13065501,,,path,bands_r0.357_eps9.00.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,9.00000000,TM,5,0,Γ,0.00000000,0.56114178,max,-0.54736882,-0.00265940,1.50293661e-10,0.13065501,0.06978572,,,path,bands_r0.357_eps9.00.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,9.00000000,TM,5,57,Γ,1.70710678,0.56114178,max,-0.60125986,0.00110071,5.93611389e-11,0.13065501,0.06978572,,,path,bands_r0.357_eps9.00.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,9.00000000,TM,6,19,X,0.50000000,0.56645390,min,0.62834613,-0.04496792,1.80178624e-07,0.02503426,0.12709298,,,path,bands_r0.357_eps9.00.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,9.00000000,TM,7,38,M,1.00000000,0.58980804,min,0.95136482,-0.00797068,1.26351898e-07,0.03233666,0.00000000,,,path,bands_r0.357_eps9.00.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,12.50000000,TM,0,38,M,1.00000000,0.20666345,max,-1.17833958,-0.00196103,8.53213632e-08,0.00000000,0.02660112,,,path,bands_r0.357_eps12.50.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,12.50000000,TM,1,19,X,0.50000000,0.19659432,min,1.11790714,-0.05864401,3.36320205e-07,0.04120511,0.14304780,,,path,bands_r0.357_eps12.50.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,12.50000000,TM,3,38,M,1.00000000,0.37545014,min,0.57922058,-0.00020599,8.44951263e-10,0.14218539,0.08314922,,,path,bands_r0.357_eps12.50.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,12.50000000,TM,4,0,Γ,0.00000000,0.36756318,min,1.01287807,0.00640527,8.48556354e-10,0.03722251,0.11065820,,,path,bands_r0.357_eps12.50.png
square,1.00000000,0.00000000,0.00000000,1.00000000,0.35750000,12.50000000,TM,4,57,Γ,1.70710678,0.36756318,min,0.72507952,-0.02136745,1.43555576e-08,0.03722251,0.11065819,,,path,bands_r0.357_eps12.50.png
